,0,1
17361,ঘরামীর,gʱɔɾɐmɪɾ
17362,শৈল্পিক,ʃoɪ̯lpɪk
17363,কুয়াদরাদো,kuɐd̪ɾɐd̪o
17364,পল,pɔl
17365,পগবা,pɔgobɐ
17366,নাটকীয়তা,nɐtkɪʲot̪ɐ
17367,সম্প্রচারের,ʃɔmpɾocɐɾeɾ
17368,নবযাত্রা,nɔboɟɐt̪ɾɐ
17369,বিটিভির,bɪtɪbʱɪɾ
17370,প্রভাতী,ʃuɟɐnɔgoɾe
17371,সঙ্গীতানুষ্ঠান,ʃɔŋgɪt̪ɐnuʃtʰɐn
17372,সুপ্রভাত,ʃupɾobʱɐt̪
17373,হৃদয়ে,ɾɪd̪ɔʲe
17374,রক্তক্ষরণের,ɾɔkt̪okkʰɔɾoneɾ
17375,সম্প্রদায়সহ,ʃɔmpɾod̪ɐe̯ʃɔho
17376,একর্মসূচি,ɛkɔɾmoʃucɪ
17377,সদরঘাট,ʃɔd̪oɾgʱɐt
17378,ইপিজেড,ɪpɪɟed
17379,আকবরশাহ,ɐkbɔɾʃɐh
17380,চিত্রও,cɪt̪ɾoo
17381,ক্যাম্বাসি,kɛmbɐsɪ
17382,ছাড়লেন,cʰɐɽlen
17383,মানলে,mɐnle
17384,বিবেচিত,bɪbecɪt̪o
17385,সবসময়ের,ʃɔbʃɔmɔʲeɾ
17386,জন্মনিবন্ধন,ɟɔnmonɪbɔnd̪ʱon
17387,টসের,tɔʃeɾ
17388,নিশো,nɪʃo
17389,মাতুয়ালের,mɐt̪uʷɐleɾ
17390,ধৈর্য্য,d̪ʱoɪ̯ɾɟo
17391,অজয়,ɔɟɔe̯
17392,কিছুরই,kɪcʰuɾɪ
17393,হাঙ্গেরির,hɐŋgeɾɪɾ
17394,বাংলাদেশ-হাঙ্গেরি,bɐŋlɐd̪eʃ-hɐŋgeɾɪ
17395,ইকোনমিক,ɪkonmɪk
17396,ফখরুজ্জামান,pʰokʰɾuɟɟɐmɐn
17397,মুণ্ডু,mundu
17398,নিচ্ছি,nɪccʰɪ
17399,তালিকাটি,t̪ɐlɪkɐtɪ
17400,পাঠানো,pɐtʱɐno
17401,ডিপজল,dɪpɟɔl
17402,ইফফাত,ɪpʰpʰɐt̪
17403,ঘুরপাক,gʱuɾpɐk
17404,কিছুতে,kɪcʰut̪e
17405,শেয়ারবাজারেই,ʃeʲɐɾbɐɟɐɾeɪː
17406,অফিসার্স,ɔpʰɪsɐɾs
17407,কোয়ার্টারের,koʷɐɾtɐɾeɾ
17408,ভবনগুলো,bʱɔbongulo
17409,অযতœ,অযত্ন
17410,অবহেলায়,ɔbohɛlɐe̯
17411,দশায়,d̪ɔʃɐe̯
17412,অপরিকল্পিত,ɔpoɾɪkɔlpɪt̪o
17413,পয়ঃনিষ্কাশনের,pɔʲonɪʃkɐʃoneɾ
17414,সমস্যাও,ʃɔmoʃʃɐo
17415,অসহনীয়,ɔʃɔhonɪʲo
17416,ভাগাভাগি,bʱɐgɐbʱɐgɪ
17417,শংকাও,ʃɔŋkɐoː
17418,হত্যাকারী,hot̪t̪ɐkɐɾɪ
17419,খুনির,kʰunɪɾ
17420,কার্যকরের,kɐɾɟokɔɾeɾ
17421,ভাটা,bʱɐtɐ
17422,স্বামীরা,ʃɐmɪɾɐ
17423,ড্রেনও,dɾeno
17424,পদবঞ্চিতদের,pɔd̪obɔncɪt̪od̪eɾ
17425,লেগ,leg
17426,স্ট্যাম্পের,stɐmpeɾ
17427,বিফোর,bɪfoɾ
17428,রাভি,ɾɐbʱɪ
17429,দরপত্রসহ,d̪ɔɾpɔt̪ɾoʃɔho
17430,[email protected]এ,[]e
17431,অটোগ্রাফ,ɔtogɾɐf
17432,ওয়ানির,oʷɐnɪɾ
17433,মৃত্যুবার্ষিকীকে,mɾɪt̪t̪ubɐɾʃɪkɪke
17434,অস্থিরতার,ɔst̪ʰɪɾot̪ɐɾ
17435,অচিরেই,ɔcɪɾeɪ
17436,উদঘাটন,ud̪gʱɐton
17437,দুর্যোগপূর্ণ,d̪uɾɟoe̯ɐ̯gpuɾno
17438,যথাসময়ে,ɟɔt̪ʰɐʃomɔʲe
17439,এগুলোর,eguleɐ̯ɾ
17440,ভট্টাচার্যকে,bʱɔttɐcɐɾɟoke
17441,অত,ɔt̪o
17442,পত্র-পত্রিকায়,pɔt̪ɾo-pot̪ɾɪkɐe̯
17443,উৎসবমুখর,ut̪ʃɔbmukʰoɾ
17444,ধুলাবালি,d̪ʱulɐbɐlɪ
17445,মনছুর,moncʰuɾ
17446,হাসপাতলে,hɐʃpɐt̪le
17447,রাজনীতিবিদসহ,ɾɐɟnɪt̪ɪbɪd̪ʃɔho
17448,পেশাজীবী,peʃɐɟɪbɪ
17449,বিনয়ী,bɪnoʲɪ
17450,কোপা,kopɐ
17451,রে,pɐnɪhɐe̯
17452,সেমিফাইনালের,ʃemɪpʰɐɪ̯nɐleɾ
17453,গ্যারি,gɛɾɪ
17454,নেভিলের,nebʱɪleɾ
17455,ভ্যালেন্সিয়াকে,bʱɛlensɪʲɐke
17456,আতিথ্য,ɐt̪ɪt̪t̪ʰo
17457,গোলের,goleɾ
17458,মালা,mɐlɐ
17459,পরাল,pɔɾɐl
17460,কাতালানরা,kɐt̪ɐlɐnɾɐ
17461,হিডিংক,hɪdɪŋk
17462,‘এটাই,‘etɐ͡ɪ̯
17463,রায়হানুল,ɾɐe̯hɐnul
17464,আড্ডা,ɐddɐ
17465,কেন?,kɛno?
17466,সভা-সমাবেশ,ʃɔbʱɐ-ʃɔmɐbeʃ
17467,গণআন্দোলনের,gɔnoɐnd̪olɔneɾ
17468,জোয়ারকে,ɟoʷɐɾke
17469,মাধ্যমেও,mɐd̪d̪ʱomeo̯
17470,পলিথিন,pɔlɪt̪ʰɪn
17471,ড্রামভর্তি,dɾɐmbʱɔɾt̪ɪ
17472,ভিএফএক্স-এ,bʱɪe̯pʰeks-e
17473,রেজিস্ট্রেশনপ্রাপ্ত,ɾeɟɪstɾeʃonpɾɐpt̪o
17474,হবিল,hobɪl
17475,নরসিংপুর,nɔɾoʃɪŋpuɾ
17476,সারিপন,ʃɐɾɪpɔn
17477,মছব্বিরের,mɔcʰobbɪɾeɾ
17478,বাউজা,bɐu̯ɟɐ
17479,বিশ্বকাপে,bɪʃʃokɐpe
17480,লোককে,lokke
17481,রানিংমেট,ɾɐnɪŋmet
17482,করাটাও,kɔɾɐtɐo̯
17483,ভরাডুবির,bʱɔɾɐdubɪɾ
17484,বিএনএস,bɪe̯nes
17485,মধুমতি,mod̪ʱumot̪ɪ
17486,শান্তিরক্ষা,ʃɐnt̪ɪɾɔkkʰɐ
17487,তাহসানের,t̪ɐhoʃɐneɾ
17488,যুক্তরাজ্যে,ɟukt̪oɾɐɟɟe
17489,লুনা,lunɐ
17490,বিন,bɪn
17491,তালাল,t̪ɐlɐl
17492,ফিউচার,pʰɪu̯cɐɾ
17493,পার্ককে,pɐɾkke
17494,কলে,kɔle
17495,অপরিবর্তিত,ɔpoɾɪboɾt̪ɪt̪o
17496,বিরতির,bɪɾot̪ɪɾ
17497,জিনেদিন,ɟɪned̪ɪn
17498,জিদানের,ɟɪd̪ɐneɾ
17499,বাছ-বিচারের,bɐcʰo-bɪcɐɾeɾ
17500,কায়দার,kɐʲd̪ɐɾ
17501,উপদ্বীপ,upod̪bɪp
17502,একিউএপির,ɛkɪu̯epɪɾ
17503,আনসার,ɐnsɐɾ
17504,সাপ্তাহিক,ʃɐpt̪ɐhɪk
17505,ম্যাগাজিন,mɛgɐzɪn
17506,মাসরাতে,mɐʃɾɐt̪e
17507,শুষ্ক,ʃuʃko
17508,চুলকানি,culkɐnɪ
17509,খিতারিয়ানের,kʰɪt̪ɐɾɪʲɐneɾ
17510,হটস্পারকে,hɔtoʃpɐɾke
17511,ইউনাইটেড,ɪu̯nɐɪ̯ted
17512,সাওলা,ʃɐo̯lɐ
17513,জীবটি,ɟɪbtɪ
17514,ভিয়েতনামের,bʱɪʲet̪nɐmeɾ
17515,নন্দিত,nond̪ɪt̪o
17516,টেকসই,tekʃɪ
17517,বগুড়ায়,bɔguɽɐe̯
17518,আমাতুল,ɐmɐt̪ul
17519,করীম,koɾɪm
17520,শুয়ারুল,ʃuʲɐɾul
17521,গৃহের,gɾɪheɾ
17522,আড়ার,ɐɽɐɾ
17523,আমেরিকাকে,ɐmeɾɪkɐke
17524,করারই,kɔɾɐɾɪ
17525,কাঁধের,kɐ̃d̪ʱeɾ
17526,বেড়ে,beɽe
17527,যাওয়ার,ɟɐo̯ʷɐɾ
17528,তৃতীয়,t̪ɾɪt̪ɪʲo
17529,নামানো,nɐmɐno
17530,হয়নি,hɔʲnɪ
17531,শামছুল,ʃɐmsul
17532,রাজনের,ɾɐɟoneɾ
17533,জেলাসমূহে,ɟelɐʃmuhe
17534,ত্রাস,t̪ɾɐʃ
17535,আন্দোলপোতা,ɐnd̪olpot̪ɐ
17536,মরিয়মের,moɾɪʲomeɾ
17537,জিলু,ɟɪlu
17538,অপরাধসহ,ɔpoɾɐd̪ʱʃɔho
17539,অনুযায়ীই,onuɟɐʲɪɪ
17540,ট্যাবে,tɛbe
17541,সেনবাগ,ʃenbɐg
17542,সম্রাজ্ঞী,ʃɔmɾɐggɪ
17543,বেবিকে,bebɪke
17544,কয়েদির,kɔʲed̪ɪɾ
17545,কনডেম,kondem
17546,সেলে,ʃele
17547,হাবিবুল,hɐbɪbul
17548,মামালার,mɐmɐlɐɾ
17549,চার্জশিটভুক্ত,cɐɾɟʃɪtbʱukt̪o
17550,ঘুরলেও,gʱuɾleo
17551,তাদেরও,t̪ɐd̪eɾo
17552,রাষ্ট্রবিজ্ঞানের,ɾɐʃtɾobɪggɐneɾ
17553,বিষয়ক,bɪʃɔʲok
17554,বছরসহ,bɔcʰoɾʃɔho
17555,ক্রিস,kɾɪs
17556,গেইলকে,geɪ̯lke
17557,শিক্ষকবিহীন,ʃɪkkʰɔkbɪhɪn
17558,ইউএসএসডিভিত্তিক,ɪu̯eseʃodɪbʱɪt̪t̪ɪk
17559,বাহাদুর,bɐhɐd̪uɾ
17560,কেরির,keɾɪɾ
17561,সিরিয়াবিষয়ক,sɪɾɪʲɐbɪʃɔʲok
17562,রণক্ষেত্রে,ɾɔnokʰet̪ɾe
17563,দারোয়ান,d̪ɐɾoʷɐn
17564,রাকিবকে,ɾɐkɪbke
17565,সংবাদমাধ্যমও,ʃɔŋbɐd̪mɐd̪d̪ʱomo
17566,শোষণের,ʃoʃɔneɾ
17567,শোষিতের,ʃoʃɪt̪eɾ
17568,চরশাহী,cɔɾʃɐhɪ
17569,ফেরেনি,pʰeɾenɪ
17570,মাহিমের,mɐhɪmeɾ
17571,মেসিফাইনালে,মেসি
17572,কন্যার,konnɐɾ
17573,সংগঠনে,ʃɔŋgɔtʰone
17574,প্রেগনেন্সির,pɾegnensɪɾ
17575,অদ্ভুতভাবে,ɔd̪bʱut̪bʱɐbe
17576,তাজিকিস্তানের,t̪ɐɟɪkɪst̪ɐneɾ
17577,আসখাবাদ,ɐʃkʰɐbɐd̪
17578,বলেছিলেন-,bolecʰɪlen-
17579,ভিক্ষুকের,bʱɪkkʰukeɾ
17580,ইজ্জত,ɪɟɟɔt̪
17581,আপডেটে,ɐpdete
17582,ভিজুয়াল,bʱɪɟuʷɐl
17583,ট্রান্সলেশনেরও,tɾɐnʃoleʃɔneɾo
17584,পূর্বপরিকল্পিতভাবে,puɾbopoɾɪkolpɪt̪obʱɐbe
17585,ঢলে,dʱɔle
17586,কর্মসম্পাদন,kɔɾmoʃɔmpɐd̪on
17587,পুল,pul
17588,ক,ɐ
17589,নাসিরনগরেও,nɐʃɪɾongoɾeo̯
17590,লক্ষ্য-উদ্দেশ্যও,lokkʰo-ud̪d̪eʃʃo
17591,অভিন্ন,ɔbʱɪnno
17592,বাহাদুরসাদী,bɐhɐd̪uɾʃɐd̪ɪ
17593,জীবাণু,ɟɪbɐnu
17594,হাঁচি-কাশির,hɐ̃cɪ-kɐʃɪɾ
17595,বাতাসে,bɐt̪ɐʃe
17596,নিঃশ্বাসের,nɪʃʃʃɐʃeɾ
17597,ই-প্রকিউরমেন্ট,ɪ-pɾokɪu̯ɾment
17598,নতুনমাটি,not̪unmɐtɪ
17599,হাঁটুপানি,hɐ̃tupɐnɪ
17600,কাক,kɐk
17601,টাক,tɐk
17602,সুপারপাওয়ার,supɐɾpɐo̯ʷɐɾ
17603,জেনেভায়,ɟenebʱɐe̯
17604,ইউএনএইচসিআর,ɪu̯ɛneɪ̯coʃɪɐ̯ɾ
17605,অনির্দিষ্টকাল,ɔnɪɾd̪ɪʃtokɐl
17606,বিষয়গুলোকে,bɪʃɔe̯guloke
17607,ব্যতিক্রমী,bɛt̪ɪkɾomɪ
17608,স্পট,spɔt
17609,ঝগড়াঝাঁটি,ɟʱɔgɽɐɟʱɐ̃tɪ
17610,বসেছে,boʃecʰe
17611,লাহোরে,lɐhoɾe
17612,মহন,mɔhon
17613,হাফিজুর,hɐpʰɪɟuɾ
17614,দোয়া-মাহফিলে,d̪oʷɐ-mɐhopʰɪle
17615,সমৃদ্ধি,ʃɔmɾɪd̪d̪ʱɪ
17616,বেসরকারীকরণের,beʃɔɾkɐɾɪkɔɾoneɾ
17617,শিক্ষাব্যবস্থাকে,শিক্ষা
17618,ধ্বংসের,d̪ʱɔŋʃeɾ
17619,সংক্ষুবদ্ধ,সংক্ষুব্ধ
17620,ভাঙার,bʱɐŋɐɾ
17621,মনিপুরের,monɪpuɾeɾ
17622,জনগোষ্ঠীকে,ɟɔnogoʃtʰɪke
17623,বেঁধেছে,bẽd̪ʱecʰe
17624,ইন্সটাগ্রাম,ɪnstɐgɾɐm
17625,দৌলতপুর,d̪ou̯lɔt̪puɾ
17626,কাঁচামাল,kɐ̃cɐmɐl
17627,শালবাড়ী,ʃɐlbɐɽɪ
17628,নিউজিল্যান্ডই,nɪu̯ɟɪlɛndɪ
17629,ব্যাটসম্যানদেরও,bɛtsmɛnd̪eɾo
17630,সন্ত্রস্ত,ʃɔnt̪ɾost̪o
17631,ধকলই,d̪ʱɔkolɪ
17632,জীবনধারা,ɟɪbɔnd̪ʱɐɾɐ
17633,স্বাভাবিকই,ʃɐbʱɐbɪkɪ
17634,উৎসমুখে,ut̪ʃɔmukʰe
17635,বিস্তারে,bɪst̪ɐɾe
17636,ক্যাট,kɛt
17637,খুললেন,kʰullen
17638,তাপসরঞ্জন,t̪ɐpʃɔɾonɟon
17639,তলাপাত্র,t̪ɔlɐpɐt̪ɾo
17640,রফিকুলের,ɾofɪkuleɾ
17641,শতকে,ʃɔt̪oke
17642,শূন্যতা,ʃunnot̪ɐ
17643,চ্যারিটেবল,cɛɾɪtebl
17644,সমর্থনের,ʃɔmɔɾt̪ʰoneɾ
17645,অসমাপ্ত,ɔʃɔmɐpt̪o
17646,কেঁচো,kẽco
17647,খুঁড়তে,kʰũɽt̪e
17648,সাপই,ʃɐpɪ
17649,ফিদা,pʰɪd̪ɐ
17650,রিজওয়ানা,ɾɪɟoʷɐnɐ
17651,মাহাবুর,mɐhɐbuɾ
17652,নিশ্চিতভাবে,nɪʃcɪt̪obʱɐbe
17653,বৃহদাংশ,bɾɪhod̪ɐŋʃo
17654,উচ্ছ্বাসের,uccʰɐʃeɾ
17655,আমবয়ানের,ɐmbɔʲɐneɾ
17656,আনুষ্ঠানিকতা,ɐnuʃtʰɐnɪkɔt̪ɐ
17657,পশ্চিমাদের,poʃcɪmɐd̪eɾ
17658,মিটামইন,mɪtɐmɪn
17659,বৌলাই,bou̯lɐɪ̯
17660,মস্তকবিহীন,mɔst̪okbɪhɪn
17661,শহিদউল্লার,ʃohɪd̪ullɐɾ
17662,পর্যটনমন্ত্রী,poɾɟotɔnmɔnt̪ɾɪ
17663,সাজানোর,ʃɐɟɐnoɾ
17664,পাংশা,pɐŋʃɐ
17665,মোফাজ্জেল,mopʰɐzzel
17666,খাঁকে,kʰɐ̃ke
17667,যুবদলের,ɟubod̪ɔleɾ
17668,বুদ্ধের,bud̪d̪ʱeɾ
17669,চিন্তাধারাই,cɪnt̪ɐd̪ʱɐɾɐɪ
17670,দর্শনের,d̪ɔɾʃoneɾ
17671,শিক্ষাবৃত্তি,ʃɪkkʰɐbɾɪt̪t̪ɪ
17672,দিনাজপুর-ফুলবাড়ী,d̪ɪnɐɟpuɾ-pʰulbɐɽɪ
17673,লক্ষ্মীতলায়,lokkʰɪt̪ɔlɐe̯
17674,নারায়ণচন্দ্র,nɐɾɐʲoncɔnd̪ɾo
17675,বিশু,bɪʃu
17676,ছাড়তেই,cʰɐɽt̪eɪ̯
17677,ট্রান,tɾɐn
17678,ভালুকা,bʱɐlukɐ
17679,সাব-রেজিস্ট্রি,sɐb-ɾeɟɪstɾɪ
17680,হোসেন,heɐ̯ʃen
17681,নবজাতককে,nɔboɟɐt̪ɔkke
17682,এনএলডি,eneldɪ
17683,সংশোধনীর,ʃɔŋʃod̪ʱonɪɾ
17684,কো,ko
17685,নি,nɪ
17686,অংশীদারিত্বে,oŋʃɪd̪ɐɾɪt̪t̪e
17687,আঙ্গাউড়া,ɐŋgɐu̯ɽɐ
17688,রাখলাম,ɾɐkʰlɐm
17689,এলজিআরডি,elɟɪɐ̯ɾɔdɪ
17690,উপযাজক,upoɟɐɟɔk
17691,খেলোয়াড়কে,kʰeloʷɐɽke
17692,মেডেল,medel
17693,পুঁচকে,pũcke
17694,হাইতিকে,hɐɪ̯t̪ɪke
17695,পাঁচবারের,pɐ̃cbɐɾeɾ
17696,চ্যাম্পিয়নদের,cɛmpɪʲond̪eɾ
17697,অনিয়মিত,ɔnɪʲomɪt̪o
17698,অননুমোদিত,ɔnonumod̪ɪt̪o
17699,অব্যবস্থাপনার,ɔbɛbost̪ʰɐponɐɾ
17700,জীবনও,ɟɪbɔno
17701,বাছুরটি,bɐcʰuɾtɪ
17702,মাটিয়ে,mɐtɪʲe
17703,জামায়াত-শিবির,ɟɐmɐʲɐt̪-ʃɪbɪɾ
17704,কানেকশন,kɐnekʃon
17705,পরিজন,poɾɪɟɔn
17706,মতলব,mɔt̪olb
17707,উদ্বোধনকালে,ud̪bod̪ʱonkɐle
17708,স্থালাভিসক্ত,st̪ʰɐlɐbʱɪʃɔkt̪o
17709,সোনারগাঁও,ʃonɐɾgɐ̃o
17710,স্পিনারকে,spɪnɐɾke
17711,ওয়াইড,oʷɐɪ̯d
17712,লং-অন,lɔŋ-ɔn
17713,উড়ালেন,uɽɐlen
17714,তানভির,t̪ɐnbʱɪɾ
17715,রসে,ɾɔʃe
17716,হাইড্রক্সিসিট্রেট,hɐɪ̯dɾoksɪsɪtɾet
17717,‘স্যার,‘sɛɾ
17718,স্লাব,slɐb
17719,রথমেলায়,ɾɔt̪ʰmɛlɐe̯
17720,কুপন,kupon
17721,গ্রহীতার,gɾohɪt̪ɐɾ
17722,উপ-আঞ্চলিক,upo-ɐncolɪk
17723,সহযোগিতার,ʃɔhoɟogɪt̪ɐɾ
17724,আমদানিও,ɐmd̪ɐnɪo
17725,জ্বালানির,ɟɐlɐnɪɾ
17726,দাঁড়ানোতে,d̪ɐ̃ɽɐnot̪e
17727,রাগবি,ɾɐgbɪ
17728,সর্বনিম্ন,ʃɔɾbonɪmno
17729,কাউন্সেল,kɐu̯nsel
17730,মুলারকে,mulɐɾke
17731,দ্বি-দলীয়,d̪bɪ-d̪ɔlɪʲo
17732,সমর্থনপুষ্ট,ʃɔmɔɾt̪ʰonpuʃto
17733,বুধবারও,bud̪ʱbɐɾo
17734,নানামুখী,nɐnɐmukʰɪ
17735,অঙ্গ,ɔŋgo
17736,সংগঠনগুলোর,ʃɔŋgɔtʰonguloɾ
17737,গতিহীনতা,got̪ɪhɪnot̪ɐ
17738,কাউন্টারের,kɐu̯ntɐɾeɾ
17739,রাজুর,ɾɐɟuɾ
17740,নিরাপত্তাকর্মীর,nɪɾɐpɔt̪t̪ɐkɔɾmɪɾ
17741,সাজেদুরকে,ʃɐɟed̪uɾke
17742,স্কুলগুলো,skulgulo
17743,হুমায়ূন,humɐʲun
17744,সূত্রের,ʃut̪ɾeɾ
17745,মিডল,mɪdol
17746,ইস্ট,ɪst
17747,নিচু,nɪcu
17748,জোয়ারের,ɟoʷɐɾeɾ
17749,ট্রুফির,tɾupʰɪɾ
17750,খাদ,kʰɐd̪
17751,খাদি,kʰɐd̪ɪ
17752,শব্দের,ʃɔbd̪eɾ
17753,প্রচলন,pɾocɔlon
17754,ফার্মাসিউটিক্যালস,pʰɐɾmɐʃɪu̯tɪkɛls
17755,আন্দোলনরত,ɐnd̪olɔnɾɔt̪o
17756,ডাটা,dɐtɐ
17757,বিচ্ছেদে-বিরহে,bɪccʰed̪e-bɪɾɔhe
17758,কাতর,kɐt̪oɾ
17759,গাংনীতে,gɐŋnɪt̪e
17760,উদ্ধারমেহেরপুর,উদ্ধার
17761,প্রতিনিধিমেহেরপুরের,meheɾpuɾ
17762,হেমায়েত,upoɟelɐɾ
17763,মেকানিক,motoɾsɐɪkel
17764,কর্মসূচিও,kɔɾmoʃucɪo̯
17765,মাসেও,mɐʃeo̯
17766,ক্রীড়াঙ্গনে,kɾɪɽɐŋgone
17767,দণ্ডিতরা,d̪ɔndɪt̪ɔɾɐ
17768,আফফান,ɐffɐn
17769,তাহাবুল,t̪ɐhɐbul
17770,বস্তায়,bost̪ɐe̯
17771,রাখলে,ɾɐkʰle
17772,কয়েকটা,kɔʲektɐ
17773,নিমপাতা,nɪmpɐt̪ɐ
17774,চালে,cɐle
17775,পোকা,pokɐ
17776,বৈশ্বিক,boɪ̯ʃʃɪk
17777,টারজোক,tɐɾɟok
17778,সংখ্যাকে,ʃɔŋkʰɐke
17779,বর্ষণ,bɔɾʃɔn
17780,উজানের,uɟɐneɾ
17781,সর্বস্বান্ত,ʃɔɾboʃɐnt̪o
17782,ক্যালিফোর্নিয়ার,kɛlɪfoɾnɪʲɐɾ
17783,লং,lɔŋ
17784,বিচ,bɪc
17785,ডগ,dɔgo
17786,স্কোয়াডের,skoʷɐdeɾ
17787,জামালপুরের,ɟɐmɐlpuɾeɾ
17788,দেওয়ানগঞ্জ,d̪eo̯ʷɐngɔnɟ
17789,উভয়পক্ষ,ubʱɔʲpokkʰo
17790,চিরকালীন,cɪɾokɐlɪn
17791,'জংলী,'ɟɔŋlɪ
17792,বিল্লি',bɪllɪ'
17793,প্রিয়াঙ্কা,pɾɪʲɐŋkɐ
17794,চোপড়া,copɔɽɐ
17795,ছাত্রছাত্রীসহ,cʰɐt̪ɾocʰɐt̪ɾɪʃɔho
17796,আলেম,ɐlem
17797,তাফসিরকারক,t̪ɐpʰosɪɾkɐɾɔk
17798,বাংলাতে,bɐŋlɐt̪e
17799,লেখার,lekʰɐɾ
17800,নফস,nɔpʰos
17801,রূহকে,ɾuhke
17802,লোপার,lopɐɾ
17803,ভাড়াবাড়িতে,bʱɐɽɐbɐɽɪt̪e
17804,রবীন,ɾobɪn
17805,প্রথমার্ধ,pɾot̪ʰomɐɾd̪ʱo
17806,পূর্জা-অর্চনা,puɾɟɐ-ɔɾconɐ
17807,পাপ,pɐp
17808,উসকে,uske
17809,তামাকজাত,t̪ɐmɐkɟɐt̪
17810,নায়লা,nɐʲlɐ
17811,নাঈমের,nɐɪ̯meɾ
17812,জুটিবদ্ধ,ɟutɪbɔd̪d̪ʱo
17813,কোনটা,kontɐ
17814,মুশকিল,muʃkɪl
17815,কন্ট্রোলরুম,kontɾolɾum
17816,মিনিট,mɪnɪt
17817,বাঁ-হাতের,bɐ̃-hɐt̪eɾ
17818,কব্জিতে,kɔbɟɪt̪e
17819,ওপেনের,openeɾ
17820,মেট্রোর,metɾoɾ
17821,লাইন্সেসকৃত,lɐɪ̯nseskɾɪt̪o
17822,সিএনজিচালক,sɪe̯nɟɪcɐlok
17823,রাজধানীজুড়ে,ɾɐɟd̪ʱɐnɪɟuɽe
17824,মিটারবিহীন,mɪtɐɾbɪhɪn
17825,আশুলিয়ার,ɐʃulɪʲɐɾ
17826,জামগড়া,ɟɐmgɽɐ
17827,যাত্রিবাহী,ɟɐt̪ɾɪbɐhɪ
17828,ফ্যান্টাসি,pʰɛntɐsɪ
17829,কিংডমের,kɪŋdomeɾ
17830,মেডিকেলসহ,medɪkelʃɔho
17831,অত্যাধুনিক,ot̪t̪ɐd̪ʱunɪk
17832,ডায়ালাইসিস,dɐʲɐlɐɪ̯ʃɪʃ
17833,বার্নি,bɐɾnɪ
17834,স্যান্ডার্সের,sɛndɐɾseɾ
17835,জেন,ɟeno
17836,ফিলিং,pʰɪlɪŋ
17837,সবক'টি,ʃɔbk'tɪ
17838,ফটক,pʰɔtok
17839,পারভেজ,pɐɾbʱeɟ
17840,পরাগ,pɔɾɐg
17841,মন্ত্রণালয়গুলোর,mɔnt̪ɾonɐlɔʲguloɾ
17842,মাধ্যমিকে,mɐd̪d̪ʱomɪke
17843,পাঠদানে,pɐtʱd̪ɐne
17844,স্বজনপ্রীতি,ʃɔɟɔnpɾɪt̪ɪ
17845,বাণিজ্যিক,bɐnɪɟɪk
17846,রাহাজানি,ɾɐhɐɟɐnɪ
17847,টেন্ডারবাজি,tendɐɾbɐɟɪ
17848,ক্যামেরা,kɛmeɾɐ
17849,শুকতারা,ʃukt̪ɐɾɐ
17850,ইসলামপুরের,ɪslɐmpuɾeɾ
17851,পাথর্শী,pɐt̪ʰoɾʃɪ
17852,ইজিএম-এর,ɪɟɪe̯m-eɾ
17853,এজেন্ডা,eɟendɐ
17854,মহামূল্যবান,mɔhɐmullobɐn
17855,দুর্দান্ত,d̪uɾd̪ɐnt̪o
17856,ম্যাচগুলোতে,mɛcgulot̪e
17857,বাঁহাতি,bɐ̃hɐt̪ɪ
17858,উপ-প্রতিরক্ষামন্ত্রী,upo-pɾot̪ɪɾɔkkʰɐmɔnt̪ɾɪ
17859,সফলতার,ʃɔpʰolɔt̪ɐɾ
17860,দেখেনি,d̪ɛkʰenɪ
17861,লেখাপড়া,lekʰɐpɔɽɐ
17862,শিখতেই,ʃɪkʰt̪eɪ̯
17863,আচরণে,ɐcoɾɔne
17864,শেষবার,ʃeʃbɐɾ
17865,বলেছিল,bolecʰɪlo
17866,খুলবে,kʰulbe
17867,রাষ্ট্রভাষার,ɾɐʃtɾobʱɐʃɐɾ
17868,ধরেযাত্রা,d̪ʱoɾeɟɐt̪ɾɐ
17869,শেষমুক্তিযুদ্ধে,শেষ
17870,নিলামস্বাধীন,cʰɪnɪʲe
17871,উন্মুখ,unmukʰ
17872,প্রশিক্ষণসহ,pɾoʃɪkkʰonʃɔho
17873,দেশ-বিদেশে,d̪eʃ-bɪd̪eʃe
17874,একত্রেই,ɛkot̪ɾeɪ̯
17875,নজিবুল,noɟɪbul
17876,আবিষ্কৃত,ɐbɪʃkɾɪt̪o
17877,বর্বরতা,bɔɾboɾɔt̪ɐ
17878,খবর-ফেনী,kʰɔboɾ-pʰenɪ
17879,সোনাগাজীতে,ʃonɐgɐɟɪt̪e
17880,গুলিসহ,gulɪʃɔho
17881,ক্যাডারকে,kɛdɐɾke
17882,অপহরণকে,ɔpohɔɾonke
17883,হাতিয়ার,hɐt̪ɪʲɐɾ
17884,বিআরটিসি,bɪɐ̯ɾtɪsɪ
17885,ফেলারও,pʰelɐɾo
17886,গণ্ডামারা,gɔndɐmɐɾɐ
17887,ঝর্ণা,ɟʱɔɾnɐ
17888,জেবুননেছা,ɟebunnecʰɐ
17889,মিনহাজউদ্দিনকে,mɪnhɐɟou̯d̪d̪ɪnke
17890,গ্র্যান্ডমাস্টার,gɾɛndmɐstɐɾ
17891,ভিদিত,bʱɪd̪ɪt̪o
17892,সান্তোষ,ʃɐnt̪oʃ
17893,গুজরাথি,guɟɾɐt̪ʰɪ
